fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7,2;0,66;0,03;1,8;0,0780;7;12;0,9959;3,34;0,39;9,5;REGULAR-MALO
7,2;0,66;0,03;1,8;0,0780;7;12;0,9959;3,34;0,39;9,5;REGULAR-MALO
6,9;0,57;0,00;2,8;0,0810;21;41;0,9952;3,41;0,52;10,8;REGULAR-MALO
9,0;0,60;0,29;2,0;0,0690;32;73;0,9965;3,34;0,57;10,0;REGULAR-MALO
7,2;0,62;0,01;2,3;0,0650;8;46;0,9933;3,32;0,51;11,8;REGULAR-BUENO
7,6;0,65;0,03;1,9;0,0860;14;57;0,9969;3,37;0,46;10,3;REGULAR-MALO
7,6;0,65;0,03;1,9;0,0860;14;57;0,9969;3,37;0,46;10,3;REGULAR-MALO
7,2;0,58;0,03;2,3;0,0770;7;28;0,9957;3,35;0,52;10,0;REGULAR-MALO
6,1;0,32;0,25;1,8;0,0860;5;32;0,9946;3,36;0,44;10,1;REGULAR-MALO
6,1;0,34;0,25;1,8;0,0840;4;28;0,9946;3,36;0,44;10,1;REGULAR-MALO
7,3;0,43;0,24;2,5;0,0780;27;67;0,9965;3,60;0,59;11,1;REGULAR-BUENO
7,4;0,64;0,17;5,4;0,1680;52;98;0,9974;3,28;0,50;9,5;REGULAR-MALO
11,6;0,48;0,40;1,4;0,0910;6;28;0,9970;3,07;0,65;10,0;REGULAR-BUENO
9,2;0,54;0,31;2,3;0,1120;11;38;0,9970;3,24;0,56;10,9;REGULAR-MALO
8,3;0,85;0,14;2,5;0,0930;13;54;0,9972;3,36;0,54;10,1;REGULAR-MALO
11,6;0,48;0,40;1,4;0,0910;6;28;0,9970;3,07;0,65;10,0;REGULAR-BUENO
8,0;0,83;0,27;2,0;0,0800;11;63;0,9965;3,29;0,48;9,8;MALO
7,2;0,61;0,02;1,9;0,0960;10;31;0,9950;3,46;0,53;11,8;REGULAR-BUENO
7,8;0,50;0,09;2,2;0,1150;10;42;0,9971;3,18;0,62;9,5;REGULAR-MALO
7,3;0,74;0,08;1,7;0,0940;10;45;0,9958;3,24;0,50;9,8;REGULAR-MALO
6,9;0,54;0,30;2,2;0,0880;9;105;0,9973;3,25;1,18;10,5;REGULAR-BUENO
8,0;0,77;0,32;2,1;0,0790;16;74;0,9966;3,27;0,50;9,8;REGULAR-BUENO
6,6;0,61;0,00;1,6;0,0690;4;8;0,9940;3,33;0,37;10,4;MALO
8,7;0,78;0,51;1,7;0,4150;12;66;0,9962;3,00;1,17;9,2;REGULAR-MALO
7,5;0,58;0,56;3,1;0,1530;5;14;0,9948;3,21;1,03;11,6;REGULAR-BUENO
8,7;0,78;0,51;1,7;0,4150;12;66;0,9962;3,00;1,17;9,2;REGULAR-MALO
7,7;0,75;0,27;3,8;0,1100;34;89;0,9966;3,24;0,45;9,3;REGULAR-MALO
6,8;0,82;0,00;1,2;0,2670;16;29;0,9947;3,32;0,51;9,8;MUY MALO
7,2;0,56;0,26;2,0;0,0830;13;100;0,9959;3,26;0,52;9,9;REGULAR-MALO
8,2;0,89;0,20;1,4;0,0860;7;31;0,9946;3,11;0,46;10,0;REGULAR-MALO
5,2;0,49;0,26;2,3;0,0900;23;74;0,9953;3,71;0,62;12,2;REGULAR-BUENO
7,2;0,45;0,15;2,0;0,0780;10;28;0,9961;3,29;0,51;9,9;REGULAR-BUENO
7,5;0,57;0,02;2,6;0,0770;11;35;0,9956;3,36;0,62;10,8;REGULAR-BUENO
7,5;0,57;0,02;2,6;0,0770;11;35;0,9956;3,36;0,62;10,8;REGULAR-BUENO
6,8;0,83;0,09;1,8;0,0740;4;25;0,9953;3,38;0,45;9,6;REGULAR-MALO
8,0;0,60;0,22;2,1;0,0800;25;105;0,9961;3,30;0,49;9,9;REGULAR-MALO
8,0;0,60;0,22;2,1;0,0800;25;105;0,9961;3,30;0,49;9,9;REGULAR-MALO
7,1;0,76;0,15;1,8;0,1070;20;84;0,9959;3,19;0,50;9,5;REGULAR-MALO
8,0;0,81;0,25;3,4;0,0760;34;85;0,9967;3,19;0,42;9,2;REGULAR-MALO
7,4;0,64;0,07;1,8;0,1000;8;23;0,9961;3,30;0,58;9,6;REGULAR-MALO
7,4;0,64;0,07;1,8;0,1000;8;23;0,9961;3,30;0,58;9,6;REGULAR-MALO
6,6;0,64;0,31;6,1;0,0830;7;49;0,9972;3,35;0,68;10,3;REGULAR-MALO
6,7;0,48;0,02;2,2;0,0800;36;111;0,9952;3,10;0,53;9,7;REGULAR-MALO
6,0;0,49;0,00;2,3;0,0680;15;33;0,9929;3,58;0,59;12,5;REGULAR-BUENO
8,0;0,64;0,22;2,4;0,0940;5;33;0,9961;3,37;0,58;11,0;REGULAR-MALO
7,1;0,62;0,06;1,3;0,0700;5;12;0,9942;3,17;0,48;9,8;REGULAR-MALO
8,0;0,52;0,25;2,0;0,0780;19;59;0,9961;3,30;0,48;10,2;REGULAR-MALO
6,4;0,57;0,14;3,9;0,0700;27;73;0,9967;3,32;0,48;9,2;REGULAR-MALO
8,6;0,69;0,10;1,6;0,0920;3;12;0,9975;3,31;0,65;9,6;REGULAR-BUENO
8,7;0,68;0,10;1,6;0,0900;4;11;0,9975;3,31;0,65;9,6;REGULAR-MALO
7,3;0,59;0,26;2,0;0,0800;17;104;0,9958;3,28;0,52;9,9;REGULAR-MALO
7,0;0,60;0,12;2,2;0,0830;13;28;0,9966;3,52;0,62;10,2;BUENO
7,2;0,67;0,00;2,2;0,0680;10;24;0,9956;3,42;0,72;11,1;REGULAR-BUENO
7,9;0,69;0,21;2,1;0,0800;33;141;0,9962;3,25;0,51;9,9;REGULAR-MALO
7,9;0,69;0,21;2,1;0,0800;33;141;0,9962;3,25;0,51;9,9;REGULAR-MALO
7,6;0,30;0,42;2,0;0,0520;6;24;0,9963;3,44;0,82;11,9;REGULAR-BUENO
7,2;0,33;0,33;1,7;0,0610;3;13;0,9960;3,23;1,10;10,0;MUY BUENO
8,0;0,50;0,39;2,6;0,0820;12;46;0,9985;3,43;0,62;10,7;REGULAR-BUENO
7,7;0,28;0,30;2,0;0,0620;18;34;0,9952;3,28;0,90;11,3;BUENO
8,2;0,24;0,34;5,1;0,0620;8;22;0,9974;3,22;0,94;10,9;REGULAR-BUENO
6,0;0,51;0,00;2,1;0,0640;40;54;0,9950;3,54;0,93;10,7;REGULAR-BUENO
8,1;0,29;0,36;2,2;0,0480;35;53;0,9950;3,27;1,01;12,4;BUENO
6,0;0,51;0,00;2,1;0,0640;40;54;0,9950;3,54;0,93;10,7;REGULAR-BUENO
6,6;0,96;0,00;1,8;0,0820;5;16;0,9936;3,50;0,44;11,9;REGULAR-BUENO
6,4;0,47;0,40;2,4;0,0710;8;19;0,9963;3,56;0,73;10,6;REGULAR-BUENO
8,2;0,24;0,34;5,1;0,0620;8;22;0,9974;3,22;0,94;10,9;REGULAR-BUENO
9,9;0,57;0,25;2,0;0,1040;12;89;0,9963;3,04;0,90;10,1;REGULAR-MALO
10,0;0,32;0,59;2,2;0,0770;3;15;0,9994;3,20;0,78;9,6;REGULAR-MALO
6,2;0,58;0,00;1,6;0,0650;8;18;0,9966;3,56;0,84;9,4;REGULAR-MALO
10,0;0,32;0,59;2,2;0,0770;3;15;0,9994;3,20;0,78;9,6;REGULAR-MALO
7,3;0,34;0,33;2,5;0,0640;21;37;0,9952;3,35;0,77;12,1;BUENO
7,8;0,53;0,01;1,6;0,0770;3;19;0,9950;3,16;0,46;9,8;REGULAR-MALO
7,7;0,64;0,21;2,2;0,0770;32;133;0,9956;3,27;0,45;9,9;REGULAR-MALO
7,8;0,53;0,01;1,6;0,0770;3;19;0,9950;3,16;0,46;9,8;REGULAR-MALO
7,5;0,40;0,18;1,6;0,0790;24;58;0,9965;3,34;0,58;9,4;REGULAR-MALO
7,0;0,54;0,00;2,1;0,0790;39;55;0,9956;3,39;0,84;11,4;REGULAR-BUENO
6,4;0,53;0,09;3,9;0,1230;14;31;0,9968;3,50;0,67;11,0;MALO
8,3;0,26;0,37;1,4;0,0760;8;23;0,9974;3,26;0,70;9,6;REGULAR-BUENO
8,3;0,26;0,37;1,4;0,0760;8;23;0,9974;3,26;0,70;9,6;REGULAR-BUENO
7,7;0,23;0,37;1,8;0,0460;23;60;0,9971;3,41;0,71;12,1;REGULAR-BUENO
7,6;0,41;0,33;2,5;0,0780;6;23;0,9957;3,30;0,58;11,2;REGULAR-MALO
7,8;0,64;0,00;1,9;0,0720;27;55;0,9962;3,31;0,63;11,0;REGULAR-MALO
7,9;0,18;0,40;2,2;0,0490;38;67;0,9960;3,33;0,93;11,3;REGULAR-MALO
7,4;0,41;0,24;1,8;0,0660;18;47;0,9956;3,37;0,62;10,4;REGULAR-MALO
7,6;0,43;0,31;2,1;0,0690;13;74;0,9958;3,26;0,54;9,9;REGULAR-BUENO
5,9;0,44;0,00;1,6;0,0420;3;11;0,9944;3,48;0,85;11,7;REGULAR-BUENO
6,1;0,40;0,16;1,8;0,0690;11;25;0,9955;3,42;0,74;10,1;BUENO
10,2;0,54;0,37;15,4;0,2140;55;95;100369,0000;3,18;0,77;9,0;REGULAR-BUENO
10,2;0,54;0,37;15,4;0,2140;55;95;100369,0000;3,18;0,77;9,0;REGULAR-BUENO
10,0;0,38;0,38;1,6;0,1690;27;90;0,9991;3,15;0,65;8,5;REGULAR-MALO
6,8;0,92;0,29;4,8;0,0700;15;39;0,9958;3,53;0,54;11,1;REGULAR-MALO
7,0;0,59;0,00;1,7;0,0520;3;8;0,9960;3,41;0,47;10,3;REGULAR-MALO
7,3;0,67;0,02;2,2;0,0720;31;92;0,9957;3,32;0,68;11,1;REGULAR-BUENO
7,2;0,37;0,32;2,0;0,0620;15;28;0,9947;3,23;0,73;11,3;BUENO
7,4;0,79;0,19;5,2;0,0940;19;98;0,9971;3,16;0,52;9,6;REGULAR-BUENO
6,9;0,63;0,02;1,9;0,0780;18;30;0,9971;3,40;0,75;9,8;REGULAR-MALO
6,9;0,58;0,20;1,8;0,0580;8;22;0,9932;3,38;0,49;11,7;REGULAR-MALO
7,3;0,67;0,02;2,2;0,0720;31;92;0,9957;3,32;0,68;11,1;REGULAR-BUENO
7,4;0,79;0,19;5,2;0,0940;19;98;0,9971;3,16;0,52;9,6;REGULAR-BUENO
6,9;0,63;0,02;1,9;0,0780;18;30;0,9971;3,40;0,75;9,8;REGULAR-MALO
6,8;0,67;0,00;1,9;0,0800;22;39;0,9970;3,40;0,74;9,7;REGULAR-MALO
6,9;0,58;0,01;1,9;0,0800;40;54;0,9968;3,40;0,73;9,7;REGULAR-MALO
7,2;0,38;0,31;2,0;0,0560;15;29;0,9947;3,23;0,76;11,3;MUY BUENO
7,2;0,37;0,32;2,0;0,0620;15;28;0,9947;3,23;0,73;11,3;BUENO
7,8;0,32;0,44;2,7;0,1040;8;17;0,9973;3,33;0,78;11,0;BUENO
6,6;0,58;0,02;2,0;0,0620;37;53;0,9937;3,35;0,76;11,6;BUENO
7,6;0,49;0,33;1,9;0,0740;27;85;0,9971;3,41;0,58;9,0;REGULAR-MALO
11,7;0,45;0,63;2,2;0,0730;7;23;0,9997;3,21;0,69;10,9;REGULAR-BUENO
6,5;0,90;0,00;1,6;0,0520;9;17;0,9947;3,50;0,63;10,9;REGULAR-BUENO
6,0;0,54;0,06;1,8;0,0500;38;89;0,9924;3,30;0,50;10,6;REGULAR-BUENO
7,6;0,49;0,33;1,9;0,0740;27;85;0,9971;3,41;0,58;9,0;REGULAR-MALO
8,4;0,29;0,40;1,7;0,0670;8;20;0,9960;3,39;0,60;10,5;REGULAR-MALO
7,9;0,20;0,35;1,7;0,0540;7;15;0,9946;3,32;0,80;11,9;BUENO
6,4;0,42;0,09;2,3;0,0540;34;64;0,9972;3,41;0,68;10,4;REGULAR-BUENO
6,2;0,79;0,00;2,1;0,0600;6;13;0,9966;3,59;0,61;10,0;MALO
6,8;0,64;0,03;2,3;0,0750;14;31;0,9955;3,36;0,58;10,4;REGULAR-BUENO
6,9;0,63;0,01;2,4;0,0760;14;39;0,9952;3,34;0,53;10,8;REGULAR-BUENO
6,8;0,59;0,10;1,7;0,0630;34;53;0,9958;3,41;0,67;9,7;REGULAR-MALO
6,8;0,59;0,10;1,7;0,0630;34;53;0,9958;3,41;0,67;9,7;REGULAR-MALO
7,3;0,48;0,32;2,1;0,0620;31;54;0,9973;3,30;0,65;10,0;BUENO
6,7;1,04;0,08;2,3;0,0670;19;32;0,9965;3,52;0,57;11,0;MALO
7,3;0,48;0,32;2,1;0,0620;31;54;0,9973;3,30;0,65;10,0;BUENO
7,3;0,98;0,05;2,1;0,0610;20;49;0,9971;3,31;0,55;9,7;MUY MALO
10,0;0,69;0,11;1,4;0,0840;8;24;0,9958;2,88;0,47;9,7;REGULAR-MALO
6,7;0,70;0,08;3,8;0,0670;8;16;0,9933;3,43;0,52;12,6;REGULAR-MALO
7,6;0,35;0,60;2,6;0,0730;23;44;0,9966;3,38;0,79;11,1;REGULAR-BUENO
6,1;0,60;0,08;1,8;0,0710;14;45;0,9934;3,38;0,54;11,0;REGULAR-MALO
9,9;0,50;0,50;13,8;0,2050;48;82;100242,0000;3,16;0,75;8,8;REGULAR-MALO
5,3;0,47;0,11;2,2;0,0480;16;89;0,9918;3,54;0,88;13,6;BUENO
9,9;0,50;0,50;13,8;0,2050;48;82;100242,0000;3,16;0,75;8,8;REGULAR-MALO
5,3;0,47;0,11;2,2;0,0480;16;89;0,9918;3,54;0,88;13,6;BUENO
7,1;0,88;0,05;5,7;0,0820;3;14;0,9981;3,40;0,52;10,2;MUY MALO
8,2;0,28;0,60;3,0;0,1040;10;22;0,9983;3,39;0,68;10,6;REGULAR-MALO
5,6;0,62;0,03;1,5;0,0800;6;13;0,9950;3,66;0,62;10,1;MALO
8,2;0,28;0,60;3,0;0,1040;10;22;0,9983;3,39;0,68;10,6;REGULAR-MALO
7,2;0,58;0,54;2,1;0,1140;3;9;0,9972;3,33;0,57;10,3;MALO
8,1;0,33;0,44;1,5;0,0420;6;12;0,9954;3,35;0,61;10,7;REGULAR-MALO
6,8;0,91;0,06;2,0;0,0600;4;11;0,9959;3,53;0,64;10,9;MALO
7,0;0,66;0,16;2,1;0,0740;8;25;0,9961;3,37;0,55;9,7;REGULAR-MALO
6,8;0,68;0,21;2,1;0,0700;9;23;0,9955;3,38;0,60;10,3;REGULAR-MALO
6,0;0,64;0,05;1,9;0,0660;9;17;0,9950;3,52;0,78;10,6;REGULAR-MALO
5,6;0,54;0,04;1,7;0,0490;5;13;0,9942;3,72;0,58;11,4;REGULAR-MALO
6,2;0,57;0,10;2,1;0,0480;4;11;0,9945;3,44;0,76;10,8;REGULAR-BUENO
7,1;0,22;0,49;1,8;0,0390;8;18;0,9934;3,39;0,56;12,4;REGULAR-BUENO
5,6;0,54;0,04;1,7;0,0490;5;13;0,9942;3,72;0,58;11,4;REGULAR-MALO
6,2;0,65;0,06;1,6;0,0500;6;18;0,9935;3,57;0,54;12,0;REGULAR-MALO
7,7;0,54;0,26;1,9;0,0890;23;147;0,9964;3,26;0,59;9,7;REGULAR-MALO
6,4;0,31;0,09;1,4;0,0660;15;28;0,9946;3,42;0,70;10,0;BUENO
7,0;0,43;0,02;1,9;0,0800;15;28;0,9949;3,35;0,81;10,6;REGULAR-BUENO
7,7;0,54;0,26;1,9;0,0890;23;147;0,9964;3,26;0,59;9,7;REGULAR-MALO
6,9;0,74;0,03;2,3;0,0540;7;16;0,9951;3,45;0,63;11,5;REGULAR-BUENO
6,6;0,90;0,04;2,3;0,0680;7;13;0,9958;3,53;0,58;10,8;REGULAR-BUENO
6,9;0,74;0,03;2,3;0,0540;7;16;0,9951;3,45;0,63;11,5;REGULAR-BUENO
7,5;0,73;0,04;1,5;0,0760;8;15;0,9951;3,26;0,53;9,6;REGULAR-MALO
7,8;0,82;0,29;4,3;0,0830;21;64;0,9964;3,16;0,53;9,4;REGULAR-MALO
7,3;0,59;0,18;2,4;0,0780;15;60;0,9964;3,31;0,54;9,8;REGULAR-MALO
6,2;0,44;0,39;2,5;0,0770;6;14;0,9956;3,51;0,69;11,0;REGULAR-BUENO
7,5;0,38;0,57;2,3;0,1060;5;12;0,9961;3,36;0,55;11,4;REGULAR-BUENO
6,7;0,76;0,02;1,8;0,0780;6;12;0,9960;3,55;0,63;10,0;MUY MALO
6,8;0,81;0,05;2,0;0,0700;6;14;0,9956;3,51;0,66;10,8;REGULAR-BUENO
7,5;0,38;0,57;2,3;0,1060;5;12;0,9961;3,36;0,55;11,4;REGULAR-BUENO
7,1;0,27;0,60;2,1;0,0740;17;25;0,9981;3,38;0,72;10,6;REGULAR-BUENO
7,9;0,18;0,40;1,8;0,0620;7;20;0,9941;3,28;0,70;11,1;REGULAR-MALO
6,4;0,36;0,21;2,2;0,0470;26;48;0,9966;3,47;0,77;9,7;REGULAR-BUENO
7,1;0,69;0,04;2,1;0,0680;19;27;0,9971;3,44;0,67;9,8;REGULAR-MALO
6,4;0,79;0,04;2,2;0,0610;11;17;0,9959;3,53;0,65;10,4;REGULAR-BUENO
6,4;0,56;0,15;1,8;0,0780;17;65;0,9929;3,33;0,60;10,5;REGULAR-BUENO
6,9;0,84;0,21;4,1;0,0740;16;65;0,9984;3,53;0,72;9,2;REGULAR-BUENO
6,9;0,84;0,21;4,1;0,0740;16;65;0,9984;3,53;0,72;9,3;REGULAR-BUENO
6,1;0,32;0,25;2,3;0,0710;23;58;0,9963;3,42;0,97;10,6;REGULAR-MALO
6,5;0,53;0,06;2,0;0,0630;29;44;0,9949;3,38;0,83;10,3;REGULAR-BUENO
7,4;0,47;0,46;2,2;0,1140;7;20;0,9965;3,32;0,63;10,5;REGULAR-MALO
6,6;0,70;0,08;2,6;0,1060;14;27;0,9967;3,44;0,58;10,2;REGULAR-MALO
6,5;0,53;0,06;2,0;0,0630;29;44;0,9949;3,38;0,83;10,3;REGULAR-BUENO
6,9;0,48;0,20;1,9;0,0820;9;23;0,9959;3,39;0,43;9,1;MALO
6,1;0,32;0,25;2,3;0,0710;23;58;0,9963;3,42;0,97;10,6;REGULAR-MALO
6,8;0,48;0,25;2,0;0,0760;29;61;0,9953;3,34;0,60;10,4;REGULAR-MALO
6,0;0,42;0,19;2,0;0,0750;22;47;0,9952;3,39;0,78;10,0;REGULAR-BUENO
6,7;0,48;0,08;2,1;0,0640;18;34;0,9955;3,33;0,64;9,7;REGULAR-MALO
6,8;0,47;0,08;2,2;0,0640;18;38;0,9955;3,30;0,65;9,6;REGULAR-BUENO
7,1;0,53;0,07;1,7;0,0710;15;24;0,9951;3,29;0,66;10,8;REGULAR-BUENO
7,9;0,29;0,49;2,2;0,0960;21;59;0,9971;3,31;0,67;10,1;REGULAR-BUENO
7,1;0,69;0,08;2,1;0,0630;42;52;0,9961;3,42;0,60;10,2;REGULAR-BUENO
6,6;0,44;0,09;2,2;0,0630;9;18;0,9944;3,42;0,69;11,3;REGULAR-BUENO
6,1;0,71;0,10;2,8;0,0810;13;28;0,9963;3,60;0,66;10,2;REGULAR-MALO
7,2;0,53;0,13;2,0;0,0580;18;22;0,9957;3,21;0,68;9,9;REGULAR-BUENO
8,0;0,39;0,30;1,9;0,0740;32;84;0,9972;3,39;0,61;9,0;REGULAR-MALO
6,6;0,56;0,14;2,4;0,0640;13;29;0,9940;3,42;0,62;11,7;BUENO
7,0;0,55;0,13;2,2;0,0750;15;35;0,9959;3,36;0,59;9,7;REGULAR-BUENO
6,1;0,53;0,08;1,9;0,0770;24;45;0,9953;3,60;0,68;10,3;REGULAR-BUENO
5,4;0,58;0,08;1,9;0,0590;20;31;0,9948;3,50;0,64;10,2;REGULAR-BUENO
6,2;0,64;0,09;2,5;0,0810;15;26;0,9954;3,57;0,63;12,0;REGULAR-MALO
7,2;0,39;0,32;1,8;0,0650;34;60;0,9971;3,46;0,78;9,9;REGULAR-MALO
6,2;0,52;0,08;4,4;0,0710;11;32;0,9965;3,56;0,63;11,6;REGULAR-BUENO
7,4;0,25;0,29;2,2;0,0540;19;49;0,9967;3,40;0,76;10,9;BUENO
6,7;0,86;0,02;1,9;0,0640;29;38;0,9947;3,30;0,56;10,8;REGULAR-BUENO
11,1;0,44;0,42;2,2;0,0640;14;19;0,9976;3,25;0,57;10,4;REGULAR-BUENO
8,4;0,37;0,43;2,3;0,0630;12;19;0,9955;3,17;0,81;11,2;BUENO
6,5;0,63;0,33;1,8;0,0590;16;28;0,9953;3,36;0,64;10,1;REGULAR-BUENO
7,0;0,57;0,02;2,0;0,0720;17;26;0,9958;3,36;0,61;10,2;REGULAR-MALO
6,3;0,60;0,10;1,6;0,0480;12;26;0,9931;3,55;0,51;12,1;REGULAR-MALO
11,2;0,40;0,50;2,0;0,0990;19;50;0,9978;3,10;0,58;10,4;REGULAR-MALO
7,4;0,36;0,30;1,8;0,0740;17;24;0,9942;3,24;0,70;11,4;MUY BUENO
7,1;0,68;0,00;2,3;0,0870;17;26;0,9978;3,45;0,53;9,5;REGULAR-MALO
7,1;0,67;0,00;2,3;0,0830;18;27;0,9977;3,44;0,54;9,4;REGULAR-MALO
6,3;0,68;0,01;3,7;0,1030;32;54;0,9959;3,51;0,66;11,3;REGULAR-BUENO
7,3;0,74;0,00;2,2;0,0800;18;28;0,9977;3,41;0,60;9,4;REGULAR-MALO
6,6;0,86;0,02;2,4;0,0620;15;23;0,9963;3,54;0,60;11,0;REGULAR-BUENO
7,0;0,56;0,17;1,7;0,0650;15;24;0,9951;3,44;0,68;10,6;BUENO
6,6;0,88;0,04;2,2;0,0660;12;20;0,9964;3,53;0,56;9,9;REGULAR-MALO
6,6;0,86;0,02;2,4;0,0620;15;23;0,9963;3,54;0,60;11,0;REGULAR-BUENO
6,9;0,63;0,33;6,7;0,2350;66;115;0,9979;3,22;0,56;9,5;REGULAR-MALO
7,8;0,60;0,26;2,0;0,0800;31;131;0,9962;3,21;0,52;9,9;REGULAR-MALO
7,8;0,60;0,26;2,0;0,0800;31;131;0,9962;3,21;0,52;9,9;REGULAR-MALO
7,8;0,60;0,26;2,0;0,0800;31;131;0,9962;3,21;0,52;9,9;REGULAR-MALO
7,2;0,70;0,13;2,0;0,0760;12;20;0,9955;3,29;0,54;10,1;REGULAR-MALO
7,2;0,70;0,13;2,0;0,0760;12;20;0,9955;3,29;0,54;10,1;REGULAR-MALO
7,2;0,70;0,13;2,0;0,0760;12;20;0,9955;3,29;0,54;10,1;REGULAR-MALO
6,7;0,67;0,02;1,9;0,0610;26;42;0,9949;3,39;0,82;10,9;REGULAR-BUENO
6,7;0,16;0,64;2,1;0,0590;24;52;0,9949;3,34;0,71;11,2;REGULAR-BUENO
7,2;0,70;0,13;2,0;0,0760;12;20;0,9955;3,29;0,54;10,1;REGULAR-MALO
7,0;0,56;0,13;1,6;0,0770;25;42;0,9963;3,34;0,59;9,2;REGULAR-MALO
6,2;0,51;0,14;1,9;0,0560;15;34;0,9940;3,48;0,57;11,5;REGULAR-BUENO
6,4;0,36;0,53;2,2;0,2300;19;35;0,9934;3,37;0,93;12,4;REGULAR-BUENO
6,4;0,38;0,14;2,2;0,0380;15;25;0,9951;3,44;0,65;11,1;REGULAR-BUENO
7,3;0,69;0,32;2,2;0,0690;35;104;0,9963;3,33;0,51;9,5;REGULAR-MALO
6,0;0,58;0,20;2,4;0,0750;15;50;0,9947;3,58;0,67;12,5;REGULAR-BUENO
5,6;0,31;0,78;13,9;0,0740;23;92;0,9968;3,39;0,48;10,5;REGULAR-BUENO
7,5;0,52;0,40;2,2;0,0600;12;20;0,9947;3,26;0,64;11,8;REGULAR-BUENO
8,0;0,30;0,63;1,6;0,0810;16;29;0,9959;3,30;0,78;10,8;REGULAR-BUENO
6,2;0,70;0,15;5,1;0,0760;13;27;0,9962;3,54;0,60;11,9;REGULAR-BUENO
6,8;0,67;0,15;1,8;0,1180;13;20;0,9954;3,42;0,67;11,3;REGULAR-BUENO
6,2;0,56;0,09;1,7;0,0530;24;32;0,9940;3,54;0,60;11,3;REGULAR-MALO
7,4;0,35;0,33;2,4;0,0680;9;26;0,9947;3,36;0,60;11,9;REGULAR-BUENO
6,2;0,56;0,09;1,7;0,0530;24;32;0,9940;3,54;0,60;11,3;REGULAR-MALO
6,1;0,72;0,10;2,6;0,0530;13;27;0,9936;3,57;0,50;11,9;REGULAR-MALO
6,2;0,46;0,29;2,1;0,0740;32;98;0,9958;3,33;0,62;9,8;REGULAR-MALO
6,7;0,32;0,44;2,4;0,0610;24;34;0,9948;3,29;0,80;11,6;BUENO
7,2;0,39;0,44;2,6;0,0660;22;48;0,9949;3,30;0,84;11,5;REGULAR-BUENO
7,5;0,31;0,41;2,4;0,0650;34;60;0,9949;3,34;0,85;11,4;REGULAR-BUENO
5,8;0,61;0,11;1,8;0,0660;18;28;0,9948;3,55;0,66;10,9;REGULAR-BUENO
7,2;0,66;0,33;2,5;0,0680;34;102;0,9941;3,27;0,78;12,8;REGULAR-BUENO
6,6;0,73;0,20;7,8;0,0730;29;79;0,9977;3,29;0,54;9,2;REGULAR-MALO
6,3;0,55;0,15;1,8;0,0770;26;35;0,9931;3,32;0,82;11,6;REGULAR-BUENO
5,4;0,74;0,09;1,7;0,0890;16;26;0,9940;3,67;0,56;11,6;REGULAR-BUENO
6,3;0,51;0,13;2,3;0,0760;29;40;0,9957;3,42;0,75;11,0;REGULAR-BUENO
6,8;0,62;0,08;1,9;0,0680;28;38;0,9965;3,42;0,82;9,5;REGULAR-BUENO
6,2;0,60;0,08;2,0;0,0900;32;44;0,9949;3,45;0,58;10,5;REGULAR-MALO
5,9;0,55;0,10;2,2;0,0620;39;51;0,9951;3,52;0,76;11,2;REGULAR-BUENO
6,3;0,51;0,13;2,3;0,0760;29;40;0,9957;3,42;0,75;11,0;REGULAR-BUENO
5,9;0,65;0,12;2,0;0,0750;32;44;0,9955;3,57;0,71;10,2;REGULAR-MALO
6,0;0,31;0,47;3,6;0,0670;18;42;0,9955;3,39;0,66;11,0;REGULAR-BUENO
